index,text,type
2007,"After Earthquake, ppl need drinking water, food, medicine n shelter but #SoulVultures r selling Christianity. Jesus must b crying",0
2008,"Death toll from #Italyearthquake rises to 73, thousands homeless, army called in to move rubble https://t.co/9nPgmQqWHl",1
2009,Distribution of Relief Materials to Earthquake victims by NA in Masenedada Chandragiri Kathmandu on 08 May 2015. http://t.co/eeHxSYSGIp,1
2010,"A 55 year old lady at Max Saket needs Plasma of a COVId recovered person. 
Person should have recovered 15 days back. 
Any blood group will do. 

Please contact her daughter Arpita at
+919711882566 
.@DelhiVsCorona .@KapilChopra72  .@dilipkpandey 
.@AmanBanka00 .@AdityaDubey2003 https://t.co/AgHmtsPiAN",0
2011,Moment Nepal earthquake hit BBC News: http://t.co/icywmlMIQ0 via @YouTube,2
2012,"Blood urgently needed for #earthquake patients, where to donate in #florence #tuscany @rep_firenze #PrayingforItaly
https://t.co/gbXmIK7kIB",0
2013,RT @tibetsociety: Update on Tibetan communities affected by #Nepal earthquake; plus appeal launch by @TibetReliefFund - http://t.co/i5LbTIx…,2
2014,"Earthquake destroyed hospital, road building in Kavre district of Nepal. Dhulikhel hospital, scheermeorial... http://t.co/EvcNlCWPEB",0
2015,"RT @vegnepal: Please donate meat-free food to quake affected people.
#NepalQuake #Nepal #food #vegetarian",0
2016,"#Earthquake Collection efforts taking place in #Florence today from 10am-10pm (asking for clothes, shoes, water) https://t.co/BVq2ADfSo4",0
2017,RT @ArmaanMalik22: Shattered by the earthquake updates. It's a msg that we shouldn't take life &amp; nature for granted. Prayers &amp; love to all …,2
2018,#ItalyEarthquake: #SalvationArmy is making #DisasterRelief plans for #earthquake #victims https://t.co/xVP5zrrYJV https://t.co/zYNvhCe8VQ,1
2019,"Italy earthquake: Army mobilized, dozens buried in Amatrice + Photos https://t.co/6fA30wEhND",1
2020,"Nepal earthquake: Death toll reaches 6250; 2,50000 buildings damaged - Daily News &amp; Analysis http://t.co/exj1YHADt8",2
2021,"Gurgaon to get hi-tech #earthquake warning system, will alert within 30 seconds of initial seismic waves",2
2022,"Please RT #EarthQuake #Nepal
 Paropkar Ambulance service: +977
4260859",1
2023,RT @anuragdhanda: 10 yrs back it was decided to retro fit PHQ and Delhi Secretariat so to be safe in case of earthquake. Work not yet start…,2
2024,"RT @tatadocomo: To extend our support to the rescue efforts post the earthquake, we are reducing the call charges to Nepal to 1p/sec for th…",1
2025,"RT ibnlive: WHO gives emergency health kits, funds to earthquake-hit Nepal http://t.co/5BFkQAxcYp",1
2026,"RT @tweetingpritha: 25000 packet of food, 25000 water pouches will be sent by Delhi govt. to earthquake hit Nepal .Proud of AAP govt.",1
2027,"RT @JantaKaReporter: Friends &amp; family looking for Aditya Sanyal who was in #Nepal, last known he went for trekking. Pls. RT
#Earthquake htt…",2
2028,We R in extreme need of blankets for providing it to the victims of earthquake. If you have any information plz do let me kno Ph: 9841870843,0
2029,"India sends 'Rail Neer' water to earthquake-hit Nepal: Indian Railways, which produces… http://t.co/EHWYMrLofH SPS®",1
2030,#pawankalyan fans from Chitoor had started working to help victims of nepal ..started collecting food packets and... http://t.co/4WLIxQIpOM,1
2031,Bihar: People injured in earthquake marked with 'bhukamp' stickers in ... - IBNLive: IBNLiveBihar: People inju... http://t.co/gEIkCWOcNd,2
2032,RT @RamraoKP_: Delhi sikh Gurdwara management committe will send 25k food packages Every day to Nepal. Kudos... :) #NepalEarthquake http://…,1
2033,0 - 1 lakh :  110 days\n1-  2 lakh :  16  days\n2-  3 lakh :  10  days\n3 - 4 lakh :  7 days\n4 - 5 lakh :  6 days\n#COVID19 rise in #India is ensuring #Russia will be displaced from the third position in a week or so.,2
2034,"@IndianEmbRiyadh @ImranSh19204913 @MEAIndia @ProtectorGenGOI @SecySanjay @yogeshwars55 @IPEPCIL_India @HardeepSPuri @DrSJaishankar,\nSir, we understand the situation of Covid19 worldwide, and it's effected everywhere, please announce the flight details, peoples are here no job, no money, hopeless from 100days in a room getting mad, plan for move to embassy and stay there.",0
2035,"RT @AlRoxburgh: Spoke to my brother in #Nepal. Urgent need clearly water, food and shelter.
Rain coming down and aftershocks continuing #Ne…",0
2036,RAF helicopters are flying out to Nepal to help earthquake survivors http://t.co/obWxrL7sAO,1
2037,"The current count of #COVID19 patients in the is 152765 Today, newly 5024 patients have been identified as positive. Newly 2362 patients have been cured today, total 79815 patients are cured &amp; discharged. Total Active patients are 65829, informed Health Minister @rajeshtope11 https://t.co/1TkNqZS8GX",2
2038,"@InCrisisRelief @SpokespersonMoD #earthquake #nepalquake 
Let's not forget #Tibetearthquake https://t.co/EnhsUe0fnJ via @@thetribunechd",2
2039,"RT @natkhatyash: Team of 65 expert doctors r gvng their services to earthquake victims #NepalDisasterReliefByMSG """"",1
2040,"AT&amp;T, T-Mobile, and Verizon waive fees following earthquake in Italy

Earlier today, a mag… https://t.co/srRWaxqOIw https://t.co/BSCgdtxU9z",1
2041,RT @sanghaviharsh: Nursing Team Of Surat Is Trying best in Relief work of Nepal Earthquake #IndiaWithNepal @ChaudhryShankar @DeshGujarat ht…,1
2042,"Field visit to Bhaktapur

WOREC Nepal is on move for gender-sensitive support for women affected by earthquake... http://t.co/UMwX5oejeS",1
2043,Chabad in Italy Offers Assistance to Earthquake Victims - Arranging volunteers from the local Jewish community... https://t.co/RDtykIAh7K,1
2044,"RT @MehrTarar: Since the earthquake,Pak's been standing w/ Nepal via tangible help &amp; dua.An oversight that's regrettable is made into an in…",2
2045,"RT @WorldVisionUSA: Children after Nepal earthquake scared, won't let go of parents. It's freezing—need shelter: http://t.co/ZqF1mLvnHg htt…",0
2046,"RT @JKBJP1: Yudhvir Sethi donates medicine for Nepal earthquake victims

Carrying forward efforts to reach out to those in... http://t.co/X…",1
2047,"Please do share with others

Hospital and emergency contacts in Nepal #Eathquake",1
2048,"Doctors say there is enough manpower but less beds, OPDs and medicines in the hospital #TraumaCenter #KTM #earthquake",0
2049,Nepal earthquake: How the regional rivalry between China and India has spilled over into the ... The competition... http://t.co/RcJcA5MmBe,2
2050,Italy quake rescuers ask locals to unlock their wi-fi# earthquake#emergency# wifi makes sense https://t.co/MVSH6xVHoZ,0
2051,Air India cuts fare to Kathmandu after earthquake http://t.co/pAmW9UzvWr,2
2052,@BJPRajnathSingh ji  instructed #SSB to set up camps along the border to provide medical help to tourists crossing #India- Nepal border,1
2053,SALISBURY: Disaster relief volunteers head out to earthquake-hit Italy https://t.co/3jRxj55JGq #Wiltshire,1
2054,Free train travel for Nepal earthquake victims - The Economic Times http://t.co/r79aiv23xq,1
2055,If you have to choose only one between \n Tik Tok\n&amp;\n covid19\nthan what will u choose .,2
2056,RT @EconomicTimes: In Pics: How #tech companies are helping earthquake-hit #Nepal http://t.co/H4p8hJpObS #NepalQuake http://t.co/Kxoaa65ACY,2
2057,"RT @Insan1Preeti: Till now 1783 tents are made for earthquake victims 
 #NepalDisasterReliefByMSG",1
2058,RT @fantastic_fan: Tala mathi wala dhakka aayo re! Yo ta ekdam dangerous ho! Vertical earthquake is very dangerous than horizontal. :(,2
2059,All the @crocerossa emergency centers are mobilized at national level. Local volunteers are supporting affected people #earthquake,1
2060,RT @SandipGhose: A former Indian Ambassador to #Nepal on a trek recounts his experience of the #earthquake and its lessons http://t.co/1hja…,2
2061,Urgently needed some volunteers who have good command over english language for #earthquake relief contact 9840093843,0
2062,RT @mlkhattar: Deeply shocked over the loss of lives and property in the massive earthquake that hit Nepal. Govt. airlifting 20000 food pac…,1
2063,"Nepal Earthquake Relief: Survivors Battle For Helicopters Near Village That Vanished: DHUNCHE, Nepal -- It was... http://t.co/ixM0DfRiwe",1
2064,"#nepalearthquake  Nepa Gyration(NGO), provided the earthquake victims.
Rice- 30 kg
Cereals -40kg
Cooking oil-... http://t.co/LkJPl6fpmX",1
2065,"Food Distribution  in sindupalchowk district, sufficient for 7 days for 500 earthquake victims  under assistance... http://t.co/eZxCcJRLSl",1
2066,"RT @burke_jason: I'm In Kabre district, 25 miles outside Kathmandu. 100,000 homeless, hospitals down to last 8 hours generator fuel. #earth…",0
2067,Almost 100 hours passed  from the deadliest disaster in Nepal... Many people are still without food &amp; water   #earthquake #feelingsad,2
2068,@misaelfresz Rescuers Search for Survivors in Italy Quake That Killed 247: Rescue crews using bulldozers and their bare h...  @jesusfresz,1
2069,"FICCI joins hands with govt to provide relief to Nepal: More than 2,000 tents, blankets, baby food, and medici... http://t.co/YBvqKt8jNL",1
2070,#happenings Nepali Police Continue To Recover Bodies After Devastating Earthquake http://t.co/XXeo8sjDIH #influence,2
2071,"#Delhi
Need #Blood Type :  B-positive
At : Maharaja Agrasen, Rohini
Blood Component : Need Plasma B+ve from #COVID19 recovered patient.
Primary Number : 8178327260
Via: @Drishti45448254
#BloodMatters
Powered by Twitter https://t.co/qNqR9xtmTa",0
2072,"Finally some good news, scientists discovered a treatment that can reduce COVID19 transmission by 70%, and its just a piece a cloth you wear in front of your dumb fucking face. \ud83d\ude0c",2
2073,"My sources have told me that the PCB\u2019s medical staff did not attend calls of these players (who tested #COVID19 positive) during the past couple of days, which is a really bad attitude: Inzamam-ul-Haq | #ENGvPAK \nhttps://t.co/T81geAKM6S",2
2074,"Italian earthquake victims asked to disable WiFi passwords, and it makes sense https://t.co/KM6rmMx2Yo",0
2075,RT @businessinsider: International aid groups are coming to Nepal's rescue http://t.co/AAdwCPwsSP http://t.co/fMI9M2o7O4,1
2076,Delhi: Group of Ministers (GoM) meeting under the chairmanship of Union Health Minister Dr Harsh Vardhan on #COVID19 to be held tomorrow at Nirman Bhawan.,2
2077,RT @KuenselOnline: Flags at half mast in Bhutan following the earthquake in Nepal,2
2078,"RT @anilkjha1969: JTMM decided 2 collect ""Blood n Food"" 4m Whole Madhesh n distribute in heavily earthquake affected  Hillly n Mountainous …",1
2079,"#ItalyEarthquake #RedCross asks folks near epicenter disable wifi passwords, help 1st responders communicate: @CNN https://t.co/1yH73FPkBL",0
2080,"RT @kundadixit: Everybody loves a great earthquake
@KatzOnEarth compares media in Haiti and Nepal
""Myths come with consequences""
http://t.c…",2
2081,I added a video to a @YouTube playlist http://t.co/AmXqA6R4BN Nepal's earthquake : People need food and tents | Studio N,0
2082,RT @guardian: Nepal earthquake: thousands in need of shelter in country little able to cope http://t.co/phtN81DngV,0
2083,"The most touching picture
Earthquake couldn't seperate them😩😭
#LastHug #HugForever #earthquake #NepalEarthquake http://t.co/ADasAwXLiZ",2
2084,"@9Appscom #9AppsSloganSolicitFEEL THE EARTHQUAKE SPEED OF 9~",2
2085,la replica di poco fa dovrebbe essere di magnitudo 4.9 richter #terremoto #earthquake #ItalyEarthquake,2
2086,@BisleriZone Plz provide water in Nepal,0
2087,"Hospital, Fire Brigade and
Blood Banks #Nepal Eye Hospital 4250691
Tilganga Eye Hospital 4423684 #earthquake #India #Indian",1
2088,6.2-magnitude quake hits central Italy: Live updates @CNN https://t.co/4W6WG2HI2B  :( hope everyone is okay,2
2089,Friday nights have changed so much.. that cannot even remember them #COVID19,2
2090,"RT @PDChina: 3.5k makeshift tents built in Xigaze, Tibet, which can hold 10k earthquake-stricken people. http://t.co/VDkKmmOVke http://t.co…",1
2091,"RT @dilnawazpasha: Due to heavy damage to houses Nepal needs Tents, first Aid, Medicine, food supplies @ankitlal @iHunnt #NepalNeedsHelp",0
2092,@IndianExpress shame on you morons! Even on earthquake you'll find ways to spread hatred. #Presstitutes,2
2093,Please take a moment to pray for those in Italy and for their families that may be involved in the 6.2 mag earthquake! #GOD #Christian #Love,2
2094,"#PrayForItaly EARTHQUAKE,6,3 R.OVER 260 DEAD &amp;INJURED,90 DISAPPEARED https://t.co/b5vWpGGIDh",2
2095,"RT @BhavnaInsan7: Team of expert Doctors has also reached with GURU JI  in Nepal 4 treatment of those ppl who injured in earthquake
#NepalD…",1
2096,"#ultimora Probe opened into central Italian earthquake
 :   https://t.co/K7xjreOgT1 via @Adnkronos",2
2097,#DelhiCoronaUpdates \n#COVID19 \nTotal new cases 3460 in last 24 hours. https://t.co/lTGEn07ktg,2
2098,If an earthquake were to hit India right now[..] scientists may struggle to evaluate its scale and characteristics http://t.co/2OYtVXI2vc,2
2099,Nepal Earthquake: Hilltop Hospital Overflowing - There is no supply chain bottleneck in this hard to reach area of... http://t.co/CGJc72j4d0,0
2100,"RT @vicku487: #MSGHelpEarthquakeVictims  #NepalEarthquake  http://t.co/NVCv4gc7cr
Already 16k Food Packets Delivered 4 Rescue operation @ N…",1
2101,"Three #Maharashtra Police personnel died of #COVID19 in last 24 hours, taking the toll in the state force to 54.",2
2102,@ca_res_publica Une pensée toi ;) #Italie #earthquake,2
2103,"RT @PrakharSharma_: AAP Govt to send 25,000 packets of food and drinking water as immediate relief for the people of earth quake-hit Nepal …",1
2104,"RT @ITwingDSS: As per the requirements raised by PMO,First lot of 16000 packed food has been sent to Nepal in the mrng under @Gurmeetramrah…",1
2105,"Mirik, India: Magnitude 5.1 Earthquake Hits Near Town
USG reports Epicenter of 6:06 PM Quake is at Mirik near Siliguri (INDIA)",2
2106,"RT @PoliticalMirro: Nepal earthquake: Facebook will match your donation 
http://t.co/1OF5CUkvYI
#NepalEarthquake #IndiaStandWithNepal #Worl…",2
2107,RT @oxfamgb: A powerful earthquake has hit Nepal. Oxfam is there. We urgently need your help to provide clean water &amp; sanitation. https://t…,0
2108,"RT @MSF_USA: .@MSF is also sending 3,000 kits of non-food items and medical kits to those affected by the #earthquake in #Nepal",1
2109,"@narendramodi #COVID19 \ud83c\uddee\ud83c\uddf3 Update (2/2)\n26/06 , 10pm:\nFew More States:\n\nHimachal: 25\nGoa: 44\nManipur: 18\nMizoram:2\nUttarakhand: 34\nJharkhand: 32\n\nTotal: 156\nC.T.: 17494\n\n#RahulJaichand \n#cbiforsushant",2
2110,RT @MetroNir: Lessons from Haiti earthquake and tsunami aftermath: connect with locals and send money. Excess and unwanted supplies cause f…,2
2111,"RT @insan_shweta: The 7.9 earthquake dat hit nepal has dstroyed buildings, cellphone netwrks r down nd power is out @Gurmeetramrahim #MSGHe…",0
2112,"Pakistan Dispatched 4 C-130 Hercules' with Relief Goods and Hospital to Nepal. 

#PakistanNavy http://t.co/ZCxCLckQwk",1
2113,The earthquake is in our minds. Some consider it as a consequence of sins caused by human race. Some hold... http://t.co/DFj26VRQxB,2
2114,"RT @Abhishekinso: Food for Nepales peoples 
Who effected to #earthquake quack @ dehli kissan ghat https://t.co/WKeHqUJUCz",1
2115,"2015 Nepal earthquake - Wikipedia, the free encyclopedia http://t.co/9AM9266cgg",2
2116,"The earthquake in #nepal is a tragedy beyond imagination! But there is small room for great stories, such as this... http://t.co/mEL1OarUtP",2
2117,RT @nepalrises: Kewan tapa carry food medicine to earthquake  victim #nepalrises http://t.co/09LiJdUKLL,1
2118,"Earthquake Safety Tips : 

READ &amp; SHARE 
http://t.co/4vWqQsB610""",2
2119,"I wish it ws easy for me to go to Nepal to help my bff's folks. Camping outside their own crumpled house. No water, food n electricity",0
2120,RT @aakarpost: Medical treatment at Chabel. Operating on the road. #earthquake #kathmandu #Nepal http://t.co/zU0BayeEeQ,1
2121,RT @toi_BhartiJ: PM Narendra Modi calls meeting to review situation arising out of quake. Indian relief teams and equipment to be sent to N…,1
2122,"India sends \'Rail Neer\' water to earthquake-hit Nepal: New Delhi: Indian Railways, which produces its own pa... http://t.co/DcG8LSygEo",1
2123,"RT @WSJ: Flow of earthquake victims has slowed, says Katmandu hospital http://t.co/hBB2HXzdwj",1
2124,Gurudwara Bangla Sahib delivers 25k Food Packets to Nepal after earthquake http://t.co/TEtADOFyRt,1
2125,"donate clothes , food , water bottles , medicines and help Nepal Earthquake victims",0
2126,"RT @DK_Diksha: After the earthquake, water supply was cut off because waterworks were damaged and power plants were shut down. #MSGHelpEart…",0
2127,"74km N of San Juan, Puerto Rico #earthquake Mag 3.2 - August 23, 2016 - 11:13:18 PM (3:13:18 AM GMT) https://t.co/huAKiFrni5",2
2128,Earthquake: Lack of electricity and drinking water aggravating problems for the locals http://t.co/8RPu1WD4GB,2
2129,"RT @rajutiwary85: Lists of help provided to Nepal in Earthquake reliefs by India. 95 Tons food packets, 94 Tons Water  #TweetRobo #YUG http…",1
2130,Nearly 1 million children require urgent humanitarian assistance after Nepal earthquake,0
2131,RT @people: A story of hope amid the devastation and destruction following the earthquake in Nepal http://t.co/miyJtsDZUr http://t.co/7M9u9…,2
2132,"Prey for Nepal. Help Nepal in any form. food, shelter, money, water, medicine ..any help you can. #nepalquake",0
2133,@anmolparnami its okkkk :) this saturday i was experienced a big earthquake but we are Safe . But Nepal is (cont) http://t.co/fIf7O3jXPJ,2
2134,Over 1400 Nepal earthquake victims treated by SL military and medical team http://t.co/CqpEF1Lisa,1
2135,#Rosesspeak  Prays for those affected in #Nepal #Earthquake. May the Almighty show mercy. http://t.co/VXuZwPrXnJ,2
2136,"【極微小地震速報 熊本県25/63】
2016/08/25 2:42:37 JST, 
日本 熊本県 熊本市西区役所の西12km, 
M0.9, TNT337.6g, 深さ5.9km, 
MAP https://t.co/8PCaz9c7NW 1572",2
2137,One more night in the camp. #tent #earthquake #Nepal,2
2138,"RT @GlobalFundWomen: Nepal women's groups need funds for shelter, sanitation, food, pregnant &amp; lactating mothers. Give now: http://t.co/G9Z…",0
2139,\u0a15\u0a47\u0a02\u0a26\u0a30\u0a40 \u0a17\u0a4d\u0a30\u0a39\u0a3f \u0a38\u0a15\u0a71\u0a24\u0a30 \u0a26\u0a41\u0a06\u0a30\u0a3e 21 \u0a1c\u0a42\u0a28 \u0a28\u0a42\u0a70 \u0a15\u0a47\u0a02\u0a26\u0a30\u0a40 \u0a17\u0a4d\u0a30\u0a39\u0a3f \u0a2e\u0a70\u0a24\u0a30\u0a40 \u0a38\u0a3c\u0a4d\u0a30\u0a40 @AmitShah \u0a26\u0a40 \u0a2a\u0a4d\u0a30\u0a27\u0a3e\u0a28\u0a17\u0a40 \u0a39\u0a47\u0a20 \u0a26\u0a3f\u0a71\u0a32\u0a40 \u0a32\u0a08 #COVID19 \u0a26\u0a40 \u0a2a\u0a4d\u0a30\u0a24\u0a40\u0a15\u0a3f\u0a30\u0a3f\u0a06 \u0a2f\u0a4b\u0a1c\u0a28\u0a3e \u0a2c\u0a3e\u0a30\u0a47 \u0a32\u0a0f \u0a17\u0a0f \u0a2b\u0a3c\u0a48\u0a38\u0a32\u0a3f\u0a06\u0a02 \u0a28\u0a42\u0a70 \u0a32\u0a3e\u0a17\u0a42 \u0a15\u0a30\u0a28 \u0a2c\u0a3e\u0a30\u0a47 \u0a38\u0a2e\u0a40\u0a16\u0a3f\u0a06 \u0a2e\u0a40\u0a1f\u0a3f\u0a70\u0a17 \u0a15\u0a40\u0a24\u0a40-\u0a35\u0a47\u0a30\u0a35\u0a3e: https://t.co/MUxO23sRXq\n@HMOIndia \n@PIBHomeAffairs\n@MIB_India\n@PIB_India\n@PMOIndia https://t.co/YdFdnHznK2,2
2140,"Few years ago ppl used to sing: \ye Delhi hai meri jaan\"" but now bcoz of \""#MufflerMan \"" ye Delhi sabki jaan ke liye khatra ban gayi hai\""\n#AAP #BJP #Modi #Kejriwal #KejriwalLiedPeopleDied #COVID19 #coronavirus https://t.co/NFOW8aPvpT""",2
2141,"Sukhbir Badal asks DSGMC and SGPC to airlift 25,000 food packets every day to Nepal http://t.co/MsB7JMIzq5",1
2142,#Pope #Catholics Pope dispatches Vatican firefighters to help in Italy quake rescu...: Earli... https://t.co/GJd3t7SJbX #UniteBlue #Tcot,1
2143,"#SalmanVerdict Looks like media has no news after Gajender and Earthquake. Kejriwal is quiet, Modi is busy and Rahul is on road.",2
2144,RT @WHO: Surgical needs are important the first weeks following an earthquake like #NepalEarthquake http://t.co/NEvMnxMsNh,0
2145,"RT @AnimalRightsJen: #Israel Israel to set up field hospital in Nepal as aid effort ramps up: IsraAid, Tevel B’Tzedek join ID... http://t.c…",1
2146,RT @AyonNepal: Urgently required: we are sending two teams to Sindhupalchok and we need vehicles. Please help. #act4quake #earthquake #Nepa…,0
2147,India sends 34-member medical team to Nepal: Health Minister J P Nadda is personally… http://t.co/rpCaAZZu1U SPS®,1
2148,New post: Ground report from outside KMC hospital camp - Nepal Earthquake 2015 http://t.co/UFvMMVPd7s,1
2149,Human traffickers targeting Nepalese villages following earthquake via @YahooNewsDigest.,2
2150,Nepal Earthquake: Choppers Rescue Climbers Stranded at High Altitude on Mount Everest… http://t.co/il87SPepxD SPS®,1
2151,"RT @Jaw_Knock: Chirayu hospital has been evacuated after cracks after #NepalQuake , ishan hospital treating patients on the road. #Nepal",0
2152,#Nepal earthquake has left millions of people needing urgent food and water  #donate  Give to Nepal Relief Fund -  http://t.co/p61KNiTp5x.,0
2153,#India were scheduled to travel to #Finland for the World Group I tie in September.\n\n#Tennis @DavisCup #DavisCup #Coronavirus #COVID19\n\nhttps://t.co/OhPNGtCdA3,2
2154,"RT @airnewsalerts: Prime Minister #NarendraModi orders immediate dispatch of relief &amp; medical teams to #Nepal. 

#earthquake",1
2155,"24 Medical teams, 49 NDRF team,2 globe aeroplane,10 helicopter, n lot lot medicine supplied to earthquake victims in Nepal n india",1
2156,RT @ArtOfLivingNow: Today our volunteers distributed food to more than 1500 earthquake affected people at #ArtofLiving center at Raxaul #Ne…,1
2157,Nepal Earthquake: Doctors offer to do complex surgeries in India; IMA ready to bear all expenses India is one of... http://t.co/0wycoGpnfy,1
2158,RT @arora1saurav: @Gurmeetramrahim giving food to the earthquake victims Hats off @derasachasauda @ITwingDSS #MSGHelpEarthquakeVictims http…,1
2159,"""@gauravcsawant: IAF C-130 Hercules on stand by. Team of doctors, NDRF, JCBs, food, water, medicines being put together to send to Nepal.""",1
2160,"This video from Ambala bus stand where bus stand not following issued SOP, there is no screening, no social distance more the 30 passenger in bus. Police staff was there but no action. How we will stop corona? #COVID19 @cmohry @aajtak @indiatvnews @PMOIndia @AMBALABREAKING https://t.co/5a97gLkQT8",2
2161,Football stadium becomes a makeshift hospital and rescue centre after Italy earthquake devastation: Mirror Chief… https://t.co/md7AnTpYqU,1
2162,@Stphn_Lacey #Solar is the future. Here are our thoughts on Nepal Earthquake Relief and the True Power of Solar http://t.co/tYiONXmikZ.,1
2163,"The overall effect of new policy, #COVID19 is yet to be clear on E commerce market which majorly consists of American players Jeff Bezos owned Amazon, and Walmart owned Flipkart. https://t.co/YnKRoW6GOA https://t.co/mOnL5E1Rur",2
2164,"This looks bad &amp; also alarming. In my opinion, it's almost impossible to live with #COVID19.\n\nKingston in Ontario wasn't reporting any COVID cases for more than a month and they have 18 now &amp; all linked to a nail salon and spa. \n\nhttps://t.co/w6Uv76sO1I",2
2165,"RT @devasissarangi: hospitals seem to be filling up fast, need 4 mobile/makeshift @PIB_India #NepalQuake #NepalEarthquake #earthquake  http…",0
2166,@melissagorga AMEN♥ GOD BLESS ALL that were affected by the earthquake in Italy♥♥♥ xoxo #Italy #earthquake #PrayingForItaly ♥♥♥,2
2167,"Only 150 friends marked safe from Nepal earthquake on my Facebook,

God rest the souls of the remaining 1335!... http://t.co/68xgEur5ir",2
2168,"Nepal Earthquake: Digging With Bare Hands, Man Finds Sister's Body in Debris http://t.co/IFpZR9Si3w (video)",2
2169,"Can you please retweet for donations  to the Italian Red Cross for #earthquake  @TobiasMenzies , @TribeTobias ? https://t.co/O87XHGo6nR",0
2170,"Donate clothes, shoes, water &amp; more in #Florence for victims of the #Earthquake, here's how and where https://t.co/OwkN9XRPP0",0
2171,#CoronaVirusUpdate\n\nKnow the status of COVID-19 with daily updates with LogYcode.\n.\n.\n.\n.\n#LogYcode  #CoronaUpdate #Covid19 #India #Coronavirus #StayHome #StaySafe #DailyUpdatesOnCorona #StayTunedWithUs https://t.co/Qlome58a3c,2
2172,"#Earthquake Collection efforts taking place in #Florence today from 10am-10pm (asking for clothes, shoes, water) https://t.co/BVq2ADfSo4",1
2173,RT @shikhagautam: #Nepal earthquake - huge requirement of food &amp; water in smaller villages outside the cities. RT &amp; tag NGOs/individuals/or…,0
2174,Pratap Pharmaceuticals: Providing Free Medicines to Nepal Earthquake Victi... http://t.co/32ovGWEGTG,1
2175,Day by day Nepal earthquake news keeps getting worse. Deepest condolences. #prayfornepal #NepalEarthquake,2
2176,"#Delhi
Need #Blood Type :  A-positive
At : Gangaram City hospital
Blood Component : Need Plasma A+ve from #COVID19 recovered patient.
Primary Number : 9999219098
Via: @abhilasha1508
#BloodMatters
Powered by Twitter https://t.co/0d8RNcl82T",0
2177,"Deadly earthquake rocks central Italy, Army mobilized in rescue https://t.co/Cw7JVW6jeh Our thoughts&amp;prayers with the people in that region",1
2178,The number of those killed in the Italian earthquake rises to 73 with many people still missing#ItalyEarthquake,2
2179,@swiggy_in I ordered food from best safety restaurant . These are the safety you are following .\n#nogloves #NoMasks #COVID19 https://t.co/4yL8UxJXlV,2
2180,New post: TIMES NOW onboard IAF rescue mission chopper - Nepal Earthquake 2015 http://t.co/10YtN2MwCF,1
2181,Group of Ministers (GoM) meeting under the chairmanship of Union health minister Dr Harsh Vardhan on #COVID19 to be held tomorrow at Nirman Bhawan in Delhi. (ANI) #CoronavirusCrisis #Delhi,2
2182,RT @omar_quraishi: Pakistan to send 30-bed hospital and search and rescue teams to Nepal,1
2183,( ! #Axeliito_x3 ! ) People urged to remove password from WiFi to help Italian earthquake... https://t.co/jZkrQftJxH - $ #WizKhalifa $ -,0
2184,"The earthquake in Nepal is a direct result of Chinese depredations in occupied Tibet. #NepalEarthquake 
http://t.co/LbD4ghi197",2
2185,"Appeal:victims of earthquake needs materials(tents,blankets,medicine) rather than money so all nations and organization help with materials",0
2186,RT @DasShaktikanta: Charitable organisations under IT Act can render help to earthquake victims in Nepal. Applications to CBDT will be proc…,2
2187,Earthquake survivors urgently need help. Give lifesaving food today and help @wfp respond. http://t.co/qDAB2IGyl0 http://t.co/qDAB2IGyl0,0
2188,"WE NEED HELP no wonder, there are so many #suicides in the youth of this nation.#DTU only cares about conducting exams in this global pandemic #COVID19\n#cancelDTUexams",2
2189,RT @Chelseatillage: Prime minister Susil Koirala on national television to address #Earthquake of #Nepal,2
2190,India hs sent 2 #NDRF team to nepal for relief work which include doctor army sniffer dogs and medicine  #NepalEarthquake,1
2191,@IndianExpress    tele counselling helpline services is available for people suffering with depression after earthquake in Nepal.by us,1
2192,Here's why Nepal couldn't do much even though it was warned over &amp; over about a devastating earthquake http://t.co/EUKHgcsm1V via @scroll_in,2
2193,Poor Italy. Death toll from Perugia earthquake now 120. 🙏🏾🇮🇹,2
2194,#Earthquake of 6.0 degrees in the center of Italy. Blood needed in the hospitals of Ascoli Piceno and Rieti. Hundreds still buried alive,0
2195,SALISBURY: Disaster relief volunteers head out to earthquake-hit Italy https://t.co/3jRxj55JGq #Wiltshire,1
2196,"The tremors continue!
#PapaNewGuinea experiences 7.4 earthquake!",2
2197,"Live | Nepal Earthquake: Death toll crosses 6,600, thousands still missing; government says no possibility of ... http://t.co/8hYSoX3sER",2
2198,"The #ItalyEarthquake has caused significant damage. Survivors need your help to access food, water, and medicine. https://t.co/Wkwp12obuW",0
2199,RT @STPictures: Nepal earthquake survivors queue for food at an open air shelter in Kathmandu photo by @philippe_lopez @AFP #POTW http://t.…,2
2200,"Live: Nepal PM Sushil Koirala says earthquake death toll could reach 10,000: A high-intensity earthquake measu... http://t.co/XV6RT3fbV6",2
2201,@pranesh_prakash Only that evangelists made a similar call immediately in the aftermath of the earthquake @Razarumi @RushdieExplains,2
2202,"Thsi information is for Those who are in USA

In the wake of the devastating Nepalese earthquake, many T-Mobile... http://t.co/UAhXLgA5cS",2
2203,@mevpks earthquake has shaken my head- need time to reorganize .Grin!,2
2204,@cnni @cnnmoney where Going all AID Help Food Etc? Its 5 days Of EarthQUAKE still we Can't got anything.nobody care in rural area,0
